account_id,bank_district_id,date,year,LOR,disp_id,client_id,client_district_id,gender,age,age_group,total_credit96,total_withdrawal96,RFM_score,total_credit97,total_withdrawal97,had_loan_1997,had_card_issued_1997
3164,33,931224,1993,3,3826,3826,33,M,75,70,149158.2,139246.4,11,74924,77723.2,0,0
3197,1,931225,1993,3,3865,3865,75,M,19,10,74319.2,79802.4,11,37177.8,32191.2,0,0
2770,42,931225,1993,3,3344,3344,42,M,35,30,61135.5,59055.2,7,57258,51955.2,0,0
7944,59,931227,1993,3,9512,9820,59,F,28,20,272803.1,262315.2,10,274626.2,237235.2,0,0
1080,55,931227,1993,3,1296,1296,55,F,37,30,319618.5,297735.2,10,321448.2,320595.2,0,0
6148,74,931227,1993,3,7422,7422,74,M,38,30,614189.4,547598.4,12,306562.4,292499.2,0,0
2010,1,931227,1993,3,2441,2441,1,M,68,60,141571.6,138234.4,12,70753.6,71017.2,0,0
3135,72,931227,1993,3,3791,3791,72,M,57,50,263054.6,259963.2,10,262990,238943.2,0,0
1098,47,931228,1993,3,1318,1318,47,M,65,60,70288,81577.2,8,70455.5,48647.2,0,0
100,41,931228,1993,3,121,121,41,F,18,10,179853.6,164999.2,8,162155.7,166419.2,0,0
2913,8,931228,1993,3,3520,3520,8,F,68,60,54375,52705.2,6,54559.4,54905.2,0,0
1153,35,931229,1993,3,1387,1387,1,F,19,10,157504.2,153287.2,8,157583.2,148787.2,0,0
1635,19,931229,1993,3,1981,1981,19,F,26,20,236806.2,209271.2,9,248091,248991.2,0,0
2842,14,931229,1993,3,3435,3435,4,F,51,50,39529.3,45185.2,6,39431,36765.2,0,0
3759,1,931229,1993,3,4535,4535,1,F,65,60,59868.6,54119.2,6,60102.8,48429.2,0,0
3594,29,931230,1993,3,4337,4337,48,M,30,30,390647.6,390171.2,10,29599.3,38488.2,0,0
2778,38,931230,1993,3,3355,3355,38,M,43,40,170478.1,173231.2,9,170300.6,180171.2,0,0
2161,15,931230,1993,3,2615,2615,64,F,51,50,174637.9,213218,8,279934.7,270151,0,0
2789,14,940101,1994,2,3368,3368,14,F,44,40,170468,157147.2,8,170178.1,167747.2,0,0
1552,18,940102,1994,2,1883,1883,18,F,35,30,322418.2,321931.2,9,322683.8,326431.2,0,1
628,72,940103,1994,2,755,755,72,M,49,40,74498.1,74951.2,8,79750.1,70471.2,0,0
1458,29,940103,1994,2,1768,1768,29,M,45,40,217319,223983.2,9,217245.4,216283.2,0,0
2673,34,940104,1994,2,3228,3228,34,M,39,30,162835.6,177915.2,8,162343.8,162015.2,0,0
1788,1,940104,1994,2,2167,2167,1,M,15,10,71969,66825.2,7,42947,52475.2,0,0
1193,29,940105,1994,2,1439,1439,29,M,22,20,188632.2,189703.2,9,188482.1,197163.2,0,0
969,19,940108,1994,2,1168,1168,19,M,18,10,116190.9,86825.2,7,55578.5,58975.2,0,0
1512,1,940108,1994,2,1832,1832,1,F,30,30,190730.2,184339.2,8,194017.9,178679.2,0,0
3997,62,940113,1994,2,4819,4819,62,M,32,30,105703.5,120675.2,7,105343.3,104175.2,0,0
2179,1,940114,1994,2,2638,2638,1,M,54,50,410489.8,424757,11,159262.2,167926,0,0
1164,35,940114,1994,2,1401,1401,35,M,15,10,104678.9,105325.2,7,79475.7,53375.2,0,0
4774,66,940114,1994,2,5760,5760,66,M,48,40,614718.6,644966.4,12,308124.9,297963.2,0,0
4413,74,940115,1994,2,5318,5318,74,M,28,20,874558.8,933362,12,436755,430923,0,0
1824,52,940117,1994,2,2212,2212,52,M,24,20,315605.2,318763.2,10,315709.3,322563.2,0,0
1231,7,940118,1994,2,1485,1485,7,M,18,10,458716.4,471150.4,13,228572.1,258895.2,0,0
2664,58,940120,1994,2,3216,3216,58,M,37,30,200594.1,193811.2,9,200775.4,197711.2,0,0
1627,1,940120,1994,2,1972,1972,1,F,50,50,104684.6,90815.2,8,104717.6,108135.2,0,0
9104,10,940121,1994,2,10900,11208,10,F,39,30,516069.3,485978.6,10,467863.3,466797.6,0,0
2326,70,940124,1994,2,2813,2813,70,M,55,50,346658.2,295847.2,9,198973.5,239202.2,0,0
4356,47,940126,1994,2,5247,5247,47,M,53,50,86270.1,98875.2,7,85979.1,90296.6,0,0
3667,55,940126,1994,2,4420,4420,55,M,39,30,74960.5,80595.2,7,68711,64795.2,0,0
742,77,940128,1994,2,890,890,77,M,77,70,52064.5,55971.2,7,52255.3,49861.2,0,0
2538,42,940130,1994,2,3064,3064,42,M,66,60,77758.4,93673.2,8,77561.7,68033.2,0,0
127,29,940202,1994,2,152,152,29,F,51,50,41025.8,43349.2,7,41090.7,39859.2,0,0
726,76,940203,1994,2,871,871,76,M,22,20,80483.9,75151.2,8,79781.6,83951.2,0,0
4907,42,940206,1994,2,5928,5928,42,F,26,20,202806.7,200975.2,9,203136.1,217015.2,0,0
2628,64,940206,1994,2,3172,3172,64,M,45,40,790306.1,763973,10,627093.5,572451,0,0
3898,70,940207,1994,2,4700,4700,70,F,59,50,84127.7,83845.2,7,84610.4,63195.2,0,0
6472,61,940208,1994,2,7814,7814,61,F,20,20,502665.6,502629.2,11,502883.6,496574.2,0,0
1770,65,940208,1994,2,2146,2146,65,M,23,20,276332.1,266487.2,10,276534.3,274587.2,0,0
2472,60,940208,1994,2,2984,2984,60,F,33,30,435621.2,418246.4,13,215110.1,199123.2,0,0
1159,49,940209,1994,2,1394,1394,49,F,54,50,306671.2,310990.4,12,147271.1,130875.2,0,0
4418,66,940209,1994,2,5325,5325,66,F,26,20,356925.4,366862.4,11,178222.6,178651.2,0,0
1470,19,940210,1994,2,1782,1782,19,M,48,40,165734.6,176695.2,9,163305.3,175295.2,0,0
1813,47,940211,1994,2,2197,2197,47,F,34,30,520403.7,503749.2,10,713032.5,686756.2,0,0
4416,14,940212,1994,2,5323,5323,14,F,20,20,138029.2,121775.2,8,83064,73375.2,0,0
2315,75,940213,1994,2,2801,2801,75,M,77,70,55017.1,46061.2,7,55364.6,56801.2,0,0
3876,69,940213,1994,2,4673,4673,69,M,44,40,295.6,15231.2,7,691348.2,667018.2,0,0
4329,1,940217,1994,2,5213,5213,1,M,16,10,107524.8,110675.2,8,89887.2,93675.2,0,0
3184,1,940218,1994,2,3849,3849,1,F,64,60,62497.1,54255.2,7,62599.2,61065.2,0,0
370,25,940218,1994,2,450,450,25,M,43,40,38484.5,41755.2,7,38332.7,44475.2,0,0
1317,56,940218,1994,2,1592,1592,56,M,68,60,164815.8,160022.4,12,82333.3,81291.2,0,0
2675,1,940219,1994,2,3230,3230,1,F,14,10,69066.3,87831.4,7,30927.9,27475.2,0,0
3840,76,940219,1994,2,4629,4629,76,M,73,70,146406.6,127086.4,11,73441.9,75853.2,0,0
4009,56,940220,1994,2,4832,4832,56,F,39,30,324220.7,339635.2,10,325323.3,302855.2,0,0
3886,1,940220,1994,2,4684,4684,1,F,43,40,914263.3,941840.2,10,217976.8,225038.2,0,0
3445,1,940222,1994,2,4166,4166,1,M,49,40,147338.6,142195.2,8,143980.1,136335.2,0,0
2482,1,940223,1994,2,2997,2997,1,F,55,50,151823.7,158351.2,8,161807,126051.2,0,0
2361,28,940225,1994,2,2853,2853,28,F,40,40,135564.3,128615.2,8,131304.1,136835.2,0,0
974,29,940225,1994,2,1174,1174,29,F,26,20,324239.7,304035.2,10,324408.4,337375.2,0,0
2959,8,940225,1994,2,3573,3573,8,F,24,20,656873.5,669813.2,10,559811.3,554566.2,0,0
1880,76,940225,1994,2,2281,2281,76,F,18,10,75179.9,84925.2,7,72830.6,70825.2,0,0
3355,70,940226,1994,2,4057,4057,70,F,74,70,71100.4,63835.2,7,71467.4,62705.2,0,0
2501,30,940226,1994,2,3019,3019,30,M,27,20,243426.3,236907.2,9,243447.8,245507.2,0,0
1073,73,940227,1994,2,1288,1288,73,M,24,20,94590.7,82571.2,7,152673.2,120291.2,0,0
8558,1,940227,1994,2,10247,10555,1,M,61,60,101853.2,97278,7,417939.4,399589,0,0
3101,1,940227,1994,2,3750,3750,1,M,58,50,35682.2,39061.2,6,35805.2,27811.2,0,0
2568,17,940302,1994,2,3099,3099,17,M,31,30,300681.6,309315.2,10,300764.3,298615.2,0,0
1169,49,940302,1994,2,1408,1408,49,M,27,20,143296.2,156411,8,427096.2,389728,0,0
3684,23,940304,1994,2,4442,4442,23,F,75,70,81352,84265.2,8,81484.3,79395.2,0,0
1406,50,940304,1994,2,1703,1703,50,M,78,70,101654.6,106630.4,11,50758,50575.2,0,0
71,1,940305,1994,2,83,83,1,F,18,10,569398,569886.4,11,284939.6,273023.2,0,0
3528,10,940305,1994,2,4259,4259,10,F,47,40,286404.7,290775.2,10,285970.5,293475.2,0,0
3405,36,940307,1994,2,4116,4116,36,M,60,60,268312.6,270891.2,10,268382.8,259391.2,0,0
6118,1,940307,1994,2,7390,7390,1,M,59,50,498243.2,468643,10,250533.3,270076,0,0
2382,59,940308,1994,2,2877,2877,59,M,64,60,74617.8,84011.2,8,74350,84331.2,0,0
1570,1,940312,1994,2,1903,1903,1,F,57,50,52488,54795.2,7,52530.9,50825.2,0,0
1511,51,940313,1994,2,1831,1831,51,M,20,20,613362.2,597115,11,674743.4,705598,0,0
1237,9,940313,1994,2,1492,1492,9,F,28,20,528327.9,528429.2,10,104675.8,126900.2,0,0
3307,30,940313,1994,2,3999,3999,30,F,20,20,107681.2,120425.2,7,71693.8,63525.2,0,0
3378,55,940314,1994,2,4084,4084,55,M,39,30,350962,363918.4,12,161493.8,171359.2,0,0
989,19,940314,1994,2,1193,1193,19,M,70,70,62153.8,64443.2,8,62257.2,55073.2,0,0
3253,71,940315,1994,2,3935,3935,71,M,57,50,536202.4,585768,10,116453.9,159707,0,0
1626,3,940315,1994,2,1971,1971,3,F,27,20,261043.5,311408.2,10,258296.9,240159.2,0,0
289,1,940317,1994,2,351,351,1,M,23,20,229120.5,243067.2,9,228891.5,231867.2,0,0
1987,54,940317,1994,2,2414,2414,54,F,46,40,499657.4,550910.4,14,249160,252355.2,0,0
817,5,940318,1994,2,981,981,5,M,36,30,279334,254615.2,9,279864.7,291495.2,0,0
2228,34,940319,1994,2,2700,2700,34,M,51,50,603252.6,598991.6,10,87592.9,148859.6,0,0
904,1,940320,1994,2,1089,1089,1,M,57,50,245285.9,234795.2,9,245799,261515.2,0,1
3824,41,940320,1994,2,4608,4608,41,M,51,50,122265.4,135551.2,8,121827.9,119651.2,0,0
3599,63,940320,1994,2,4342,4342,63,F,78,70,66340.9,63709.2,7,66417.5,62949.2,0,0
22,1,940323,1994,2,28,28,1,M,51,50,228568,201599.2,9,222198.8,231099.2,0,0
470,64,940323,1994,2,565,565,64,F,37,30,110240,114987.2,8,127605.1,112287.2,0,0
1273,37,940325,1994,2,1536,1536,37,F,29,20,268534.5,269831.2,9,268357.6,240651.2,0,0
237,50,940325,1994,2,287,287,50,M,16,10,35569.1,33575.2,6,35668.1,36945.2,0,0
59,43,940327,1994,2,68,68,43,M,50,50,196562,199795.2,10,197400.9,199135.2,0,0
572,32,940327,1994,2,686,686,32,F,25,20,519088,527614.4,11,261775.2,233627.2,0,0
1269,52,940328,1994,2,1531,1531,52,F,36,30,318933.8,314846.4,11,161621.2,148303.2,0,0
855,1,940328,1994,2,1030,1030,1,M,49,40,193431.5,188591.2,9,207300.2,178671.2,0,0
3183,45,940401,1994,2,3848,3848,45,F,58,50,84036.2,86573.2,7,83778.9,90023.2,0,0
1969,5,940402,1994,2,2394,2394,5,M,34,30,139788.1,148211.2,8,138725.5,120691.2,0,0
2799,54,940403,1994,2,3382,3382,54,M,42,40,71091.2,139450,11,719866.9,682162,0,1
1042,43,940403,1994,2,1250,1250,43,F,44,40,158894.5,158875.2,8,158569.2,161475.2,0,0
1158,50,940403,1994,2,1392,1392,50,M,64,60,154841,150054.4,12,78012.3,58827.2,0,0
2713,26,940403,1994,2,3274,3274,26,M,67,60,156738.4,128998.4,12,78909.9,72789.2,0,0
740,28,940404,1994,2,888,888,28,M,23,20,10094.3,7300,7,12075.6,13600,0,0
493,26,940405,1994,2,592,592,26,M,31,30,224947.4,236795.2,9,224826.1,227615.2,0,0
2067,76,940407,1994,2,2506,2506,76,M,20,20,75950.9,66675.2,7,114336.9,92275.2,0,0
3804,7,940407,1994,2,4584,4584,7,F,47,40,417067,407701.9,10,412888.3,416028.9,0,0
4259,66,940408,1994,2,5133,5133,66,F,37,30,575968.6,583286.2,10,575781.9,569111.2,0,0
2886,1,940408,1994,2,3488,3488,1,M,41,40,90869.4,87939.2,7,101429.2,110439.2,0,0
761,43,940409,1994,2,911,911,43,M,57,50,14475.6,4500,7,33475.6,11000,0,0
1918,24,940410,1994,2,2328,2328,24,M,28,20,83299.1,94527.2,8,84474.9,79747.2,0,0
3036,10,940410,1994,2,3669,3669,10,M,34,30,118686.1,148275.2,8,273200.1,232110.2,0,0
3259,1,940411,1994,2,3943,3943,1,M,51,50,59472.4,44629.2,7,54169.9,48499.2,0,1
4408,71,940411,1994,2,5312,5312,71,M,49,40,882536.2,933756,12,432481.2,405432,0,0
2009,17,940414,1994,2,2440,2440,17,M,61,60,303969.3,320651.2,9,303691.5,301771.2,0,0
1194,1,940415,1994,2,1440,1440,1,M,18,10,290444.8,322207.2,10,290899.6,291227.2,0,0
3718,63,940416,1994,2,4483,4483,63,F,30,30,52285.2,46179.2,7,58067.1,49659.2,0,0
3201,4,940417,1994,2,3870,3870,4,F,25,20,269103,251750.4,11,137135.8,134475.2,0,0
460,1,940418,1994,2,552,552,1,F,62,60,143826.8,141026.4,12,72099.8,62173.2,0,0
784,59,940419,1994,2,938,938,59,F,52,50,301982.4,306895.2,10,301591.5,321555.2,0,0
3714,2,940421,1994,2,4479,4479,2,F,38,30,394933.6,392143,10,618020.7,579901,0,0
2154,63,940421,1994,2,2607,2607,63,M,53,50,39176.9,43337.2,7,39213.8,33727.2,0,0
1256,38,940421,1994,2,1516,1516,38,F,50,50,200327.2,205339.2,9,199959.7,192699.2,0,0
1353,51,940421,1994,2,1640,1640,51,F,43,40,212040.2,224139.2,9,211282.6,227939.2,0,0
1820,10,940422,1994,2,2206,2206,10,F,32,30,222781.6,207583.2,9,220026,228543.2,0,0
2494,74,940423,1994,2,3011,3011,74,M,41,40,524403.6,540688.2,10,524448.1,481105.2,0,0
2399,1,940426,1994,2,2896,2896,1,F,21,20,56143,65975.2,6,95597,81375.2,0,0
343,18,940426,1994,2,420,420,18,M,18,10,49352.4,53445.2,6,55110.4,45275.2,0,0
575,38,940426,1994,2,690,690,38,M,54,50,242898.8,254950.4,11,119328.7,121915.2,0,0
900,48,940426,1994,2,1083,1083,48,M,59,50,240305.8,248110.4,12,116652.4,113455.2,0,0
1467,37,940427,1994,2,1779,1779,37,M,61,60,257311.9,240443.2,9,257776.3,249743.2,0,0
31,68,940427,1994,2,39,39,68,M,28,20,605962,633681.2,10,603040.8,626882.2,0,0
1375,19,940427,1994,2,1663,1663,19,M,39,30,266055.4,266803.2,9,265862.1,269847.2,0,0
1371,1,940427,1994,2,1659,1659,1,F,59,50,56307.1,56113.2,7,56349.6,53793.2,0,0
844,53,940428,1994,2,1018,1018,53,M,51,50,610722.8,585448.2,10,610190.2,623607.2,0,0
908,62,940429,1994,2,1093,1093,62,F,20,20,97531.3,72775.2,7,67417.5,46325.2,0,0
3134,48,940429,1994,2,3790,3790,48,M,60,60,261410,264471.2,9,261534.1,244891.2,0,0
2092,1,940429,1994,2,2535,2535,1,M,51,50,110561.6,138851.2,8,140961.2,138355.2,0,0
3747,1,940501,1994,2,4520,4520,1,F,39,30,151770.9,154467.2,8,131320,124787.2,0,0
277,32,940501,1994,2,334,334,32,M,27,20,239596.3,238559,9,534112.6,457300,0,1
3595,30,940501,1994,2,4338,4338,30,M,52,50,164766.9,166231.2,8,157449.9,162331.2,0,0
2511,40,940501,1994,2,3031,3031,40,F,31,30,366240.4,346870.4,11,175928.6,203075.2,0,0
1388,29,940502,1994,2,1680,1680,29,F,21,20,278038.5,285275.2,9,277350.8,295675.2,0,0
4245,52,940502,1994,2,5117,5117,52,M,21,20,200725.5,180883.2,9,203215.8,207783.2,0,0
3838,3,940502,1994,2,4626,4626,3,F,49,40,164571.2,178775.2,9,164514,151675.2,0,0
543,64,940503,1994,2,654,654,64,F,54,50,52240.5,56391.2,7,53237.9,54981.2,0,0
3653,31,940503,1994,2,4404,4404,31,F,45,40,288983.5,283667.2,10,289008.9,292587.2,0,0
524,61,940503,1994,2,630,630,61,M,44,40,253941.7,262691.2,9,253716.9,241191.2,0,0
82,26,940503,1994,2,97,97,26,M,31,30,724623.5,676230.2,11,478233,514375.2,0,0
3912,2,940504,1994,2,4718,4718,2,M,64,60,76439.4,76371.2,7,76570.4,85301.2,0,0
1949,41,940504,1994,2,2370,2370,41,F,40,40,160696.7,165515.2,9,167383.3,158795.2,0,0
1865,1,940504,1994,2,2263,2263,1,M,62,60,76402.1,78745.2,7,76771.4,69475.2,0,0
451,11,940505,1994,2,543,543,11,F,38,30,5246.8,14200,7,12046.8,8700,0,0
50,1,940506,1994,2,59,59,1,M,39,30,213606.7,221491.2,10,212889.2,201391.2,0,0
1184,14,940506,1994,2,1427,1427,14,F,31,30,493838,483490.2,10,493950.1,514318.2,0,0
363,1,940506,1994,2,441,441,1,M,37,30,436310.5,445567.2,11,484004.1,463286.2,0,0
2454,8,940507,1994,2,2964,2964,8,M,18,10,131896,108725.2,8,100004.6,122075.2,0,0
2847,75,940508,1994,2,3441,3441,75,M,38,30,128735.4,108795.2,8,120841.8,117095.2,0,0
2740,14,940508,1994,2,3307,3307,14,F,17,10,288994.3,311175.2,10,288767.8,275875.2,0,0
1871,48,940510,1994,2,2269,2269,48,F,33,30,301185.8,288499.2,9,301444.1,313277.2,0,0
8405,20,940510,1994,2,10074,10382,20,F,31,30,294768.1,295587.2,11,290566.1,286547.2,0,0
266,47,940511,1994,2,321,321,47,F,53,50,650066.5,695987.2,11,649845.7,643980.2,0,1
1879,10,940513,1994,2,2280,2280,10,F,22,20,37167.8,37327.2,7,37223.4,36607.2,0,0
2259,64,940514,1994,2,2735,2735,64,M,68,60,54026.4,53065.2,7,54156.6,45295.2,0,0
609,63,940515,1994,2,729,729,63,F,27,20,72983.8,64850.4,9,36614.7,32965.2,0,0
9750,74,940516,1994,2,11695,12003,74,M,20,20,359996.2,387708.6,10,670915.4,643353.9,0,0
2375,29,940516,1994,2,2870,2870,29,M,37,30,308318.1,326007.2,10,308355.7,308387.2,0,0
216,38,940516,1994,2,261,261,38,F,59,50,78975.4,78873.2,7,78991.9,85333.2,0,0
56,50,940516,1994,2,65,65,50,F,53,50,195936.3,194995.2,9,196490.6,192035.2,0,0
7824,60,940517,1994,2,9367,9675,60,F,26,20,170397.7,244381.4,8,730844.7,692741.2,0,0
649,69,940517,1994,2,779,779,69,F,52,50,389969.9,383060,10,519417.5,502350,0,0
2996,54,940517,1994,2,3618,3618,54,M,43,40,180097.3,171151.2,9,185311.5,186951.2,0,0
1509,51,940519,1994,2,1829,1829,51,F,54,50,185425.4,171551.2,9,185663.2,196591.2,0,0
2170,1,940519,1994,2,2626,2626,1,M,56,50,650849.8,618456,10,681199,684177,0,0
2001,75,940519,1994,2,2431,2431,75,M,30,30,510751.6,479325.2,10,513227.8,514261.2,0,0
2903,38,940519,1994,2,3508,3508,38,M,26,20,586077.4,528334.4,13,290541.1,299327.2,0,0
3717,56,940520,1994,2,4482,4482,56,M,17,10,210466.2,205799.2,9,203775.2,209699.2,0,0
4195,67,940521,1994,2,5056,5056,67,F,39,30,612574.5,610262.2,10,788288.1,788985.2,0,0
2496,51,940521,1994,2,3013,3013,51,F,46,40,244435,244966.4,11,99924,100203.2,0,0
9583,31,940522,1994,2,11486,11794,31,F,26,20,899533.4,858970.8,12,886177.8,882560.4,0,0
3636,21,940522,1994,2,4385,4385,21,F,24,20,166546.1,148875.2,8,175197.5,167975.2,0,0
1826,5,940522,1994,2,2214,2214,5,M,50,50,253299.5,256647.2,10,272475,258887.2,0,1
2227,31,940522,1994,2,2698,2698,31,F,26,20,872659.6,836912.8,12,874586,868353.7,0,1
2749,1,940523,1994,2,3319,3319,1,F,17,10,329277.4,348830.4,12,622895.9,598937.2,0,0
535,35,940524,1994,2,644,644,35,F,35,30,270345.3,260951.2,9,270984.7,268751.2,0,0
4066,72,940524,1994,2,4901,4901,72,F,46,40,426123.9,412063.2,11,421097.1,440727.2,0,0
2662,71,940524,1994,2,3214,3214,71,M,74,70,67118.4,71855.2,6,67055.7,64025.2,0,0
1053,57,940525,1994,2,1265,1265,57,F,38,30,129939.4,130259.2,8,133850.9,123899.2,0,0
11333,8,940526,1994,2,13623,13931,8,M,54,50,426027.5,407902.4,10,575286.5,506102.2,0,0
1838,68,940526,1994,2,2229,2229,68,M,52,50,204244.2,226005.2,9,278190.1,302528.2,0,0
3037,44,940526,1994,2,3670,3670,44,F,16,10,57045,65544.6,7,433372,381314.9,0,0
3372,23,940526,1994,2,4078,4078,23,M,45,40,313987.4,317951.2,9,314634.5,273031.2,0,1
985,32,940529,1994,2,1187,1187,32,F,35,30,81920.2,79178.4,12,41085.4,35779.2,0,0
6924,74,940601,1994,2,8359,8359,74,M,17,10,318196.4,319004.2,9,326897.8,328180.2,0,0
3484,22,940601,1994,2,4211,4211,22,F,23,20,317897.4,332683.2,10,317559,279483.2,0,0
700,20,940601,1994,2,840,840,20,M,59,50,61760,56619.2,6,73870.5,66619.2,0,0
3289,1,940602,1994,2,3980,3980,1,M,43,40,169944.2,169375.2,9,175286.8,163855.2,0,0
2638,5,940602,1994,2,3184,3184,5,F,37,30,263278.3,267423.2,9,263290.9,265383.2,0,0
8316,70,940604,1994,2,9961,10269,70,F,56,50,491055,434754.6,10,599694.2,640872.8,0,0
1634,77,940604,1994,2,1980,1980,77,M,37,30,195486.9,178775.2,9,196065.9,188275.2,0,0
4825,15,940604,1994,2,5826,5826,15,M,28,20,315272.4,311065.6,12,140449.1,149775.2,0,0
3650,8,940605,1994,2,4401,4401,8,M,28,20,168919.1,153771.2,8,156920.7,162571.2,0,0
10942,44,940605,1994,2,13143,13451,44,F,41,40,483406.4,529267,10,771566.2,686082,0,0
2922,16,940606,1994,2,3530,3530,16,F,25,20,573908.1,562178.2,11,601935.8,597975.2,0,0
693,2,940606,1994,2,831,831,2,M,48,40,235018.9,237123.2,9,234430.1,250763.2,0,0
2260,1,940607,1994,2,2736,2736,1,F,38,30,116480.1,124353,8,113350.3,122066.9,0,0
538,70,940607,1994,2,648,648,70,F,61,60,49163.9,50559.2,7,49449.3,38829.2,0,0
548,16,940607,1994,2,660,660,16,M,73,70,157082.8,136922.4,10,78645.3,86401.2,0,0
941,8,940608,1994,2,1135,1135,8,M,44,40,81454.9,87567.2,8,76265.2,70847.2,0,0
2155,58,940608,1994,2,2608,2608,58,F,53,50,48305.5,51313.2,7,47165.7,44183.2,0,0
4519,8,940608,1994,2,5450,5450,8,M,56,50,15495.6,3300,7,13495.6,17500,0,0
3539,42,940608,1994,2,4272,4272,42,F,18,10,86665.9,73425.2,8,81556.2,87825.2,0,0
6511,72,940610,1994,2,7863,7863,72,M,37,30,117455.5,178458.6,8,594521.5,527979.2,0,0
2569,2,940610,1994,2,3100,3100,2,M,65,60,82641.8,85983.2,8,82694,81793.2,0,0
43,36,940612,1994,2,51,51,36,F,17,10,313771.4,334363.2,9,315390.4,296743.2,0,0
1047,46,940613,1994,2,1256,1256,46,F,41,40,92414.4,102543.2,8,86484.4,86043.2,0,0
3479,22,940614,1994,2,4206,4206,22,M,54,50,191421.1,171287.2,9,206371.6,197607.2,0,0
2868,1,940615,1994,2,3466,3466,1,F,60,60,120940.6,108214.4,12,60533.2,65317.2,0,0
4328,72,940617,1994,2,5212,5212,72,F,50,50,92512,86275.2,8,86519,96575.2,0,0
5628,61,940617,1994,2,6798,6798,61,F,48,40,193392.5,187179.2,8,187334,192739.2,0,0
3160,22,940619,1994,2,3821,3821,22,M,57,50,300754.4,290443.2,10,301805.4,286643.2,0,1
1856,26,940619,1994,2,2251,2251,26,F,25,20,40325.8,37933.2,6,40445.5,36793.2,0,0
154,46,940621,1994,2,186,186,46,F,35,30,186406.7,158767.2,9,186302.3,168167.2,0,0
3030,65,940622,1994,2,3660,3660,65,M,22,20,38620.3,38791.2,6,38523.5,38461.2,0,0
1938,1,940625,1994,2,2354,2354,1,M,29,20,316010.3,321027.2,9,315865.9,317607.2,0,0
1870,10,940625,1994,2,2268,2268,10,M,58,50,280804.1,287195.2,9,281402,250495.2,0,1
3275,74,940629,1994,2,3964,3964,74,M,54,50,91499.3,85887.2,7,100075.5,103547.2,0,0
8492,2,940629,1994,2,10171,10479,2,F,41,40,161323.5,157863.2,8,165071,147323.2,0,0
10093,1,940701,1994,2,12108,12416,1,M,23,20,1054442.4,1041184,11,526662.7,534820,0,0
3805,9,940702,1994,2,4585,4585,9,F,48,40,323605.8,323662.4,12,164394.3,160691.2,0,0
200,17,940703,1994,2,242,242,17,F,35,30,114711.7,89175.2,8,117319.4,95175.2,0,0
2471,6,940703,1994,2,2982,2982,6,F,23,20,1140951.2,1110240.4,11,575206.9,611092.2,0,0
352,39,940704,1994,2,430,430,39,M,76,70,53337.4,46579.2,6,53272.5,51399.2,0,0
1291,1,940704,1994,2,1561,1561,1,F,73,70,117984.6,124202.4,10,58673.8,64551.2,0,0
161,28,940704,1994,2,194,194,28,F,72,70,54011,52727.2,7,54102.5,50677.2,0,0
711,70,940706,1994,2,853,853,70,M,47,40,141025.1,124111.2,8,148928.2,146811.2,0,0
964,26,940708,1994,2,1162,1162,26,F,21,20,93958.9,82175.2,8,56253.4,53075.2,0,0
1012,65,940709,1994,2,1216,1216,65,F,51,50,358584.8,347368.9,10,338883.9,356414.2,0,0
4276,43,940709,1994,2,5152,5152,43,F,21,20,545705.3,520875.2,10,448721,412529.2,0,0
901,60,940710,1994,2,1085,1085,60,F,64,60,56746.9,56275.2,7,56809,57195.2,0,0
7765,52,940710,1994,2,9298,9606,52,M,47,40,158235.7,177816,9,366606,355764,0,0
90,1,940713,1994,2,107,107,1,M,24,20,317777,338539.2,11,317569.5,335359.2,0,0
5574,13,940714,1994,2,6731,6731,13,M,53,50,623437.6,654102,10,623322,630953,0,0
741,54,940714,1994,2,889,889,54,F,15,10,109500.2,95975.2,7,126734,120775.2,0,0
2819,35,940716,1994,2,3407,3407,35,F,23,20,503024.8,491894.4,11,243133.3,228167.2,0,0
478,58,940716,1994,2,575,575,58,M,26,20,625190.4,629758.4,14,310478.8,330379.2,0,0
2615,68,940717,1994,2,3156,3156,68,F,42,40,136558.1,134175.2,8,136635.3,128875.2,0,0
3503,1,940717,1994,2,4231,4231,1,F,37,30,262772.7,241175.2,9,263456.5,265895.2,0,0
3921,18,940717,1994,2,4729,4729,18,M,51,50,266177.9,267975.2,9,753553.9,759136.2,0,0
662,21,940718,1994,2,793,793,21,M,18,10,135785.6,154430.4,12,66108.6,58795.2,0,0
2654,56,940721,1994,2,3202,3202,56,M,74,70,75345.3,74637.2,8,75176.3,83667.2,0,0
9627,65,940722,1994,2,11543,11851,65,M,26,20,57410.5,78995.6,7,269011.1,249621.6,0,0
2470,16,940723,1994,2,2981,2981,16,F,47,40,244907.5,253591.2,9,245476.8,235111.2,0,0
427,8,940724,1994,2,513,513,8,F,22,20,605018.6,584894.4,13,302465,296567.2,0,1
709,19,940725,1994,2,850,850,19,M,27,20,212822.8,208075.2,9,555144.6,496035.2,0,0
629,31,940725,1994,2,756,756,31,M,76,70,57309.7,64159.2,6,57617.2,46659.2,0,0
2606,1,940727,1994,2,3144,3144,1,M,77,70,110423.4,100246.4,10,55052.7,60403.2,0,0
6738,62,940728,1994,2,8130,8130,62,F,20,20,248902.6,260951.2,9,247778.4,248375.2,0,0
